0x3d5eda1b87b0022f19d143e3b4486c8815a2e4e5,,,,,,,,,,,,,,,,,,,,
0x2b29833a831207a3b92102b0708b32d624aa0f65,,,,,,,,,,,,,,,,,,,,
0x613cab2a89b9c990d18b14c3fca7b384ae2ca1f7,,,,,,,,,,,,,,,,,,,,
0xba2dc20329b21370b91e1306b1c0b4c0ff9adbd5,,,,,,,,,,,,,,,,,,,,
0x17e8674ec2d60a5aff1536af3fa8aff471f90fdc,,,,,,,,,,,,,,,,,,,,
0x68716e2bd2b36eb58ad8cbbcd30647338812571a,,,,,,,,,,,,,,,,,,,,
0x0f3c3349f89f11ca4035b0cce3027e9cc5fc0d55,,,,,,,,,,,,,,,,,,,,
0xee09973af8d0c06a7e4b9e074fdc2b3c2070b73c,,,,,,,,,,,,,,,,,,,,
0xca99d35880ce5f6c62ebdc82bdaa02a8ea96101f,,,,,,,,,,,,,,,,,,,,
0x0ed37b6937e886026b24b6699c4de49c61889619,,,,,,,,,,,,,,,,,,,,
0xabe495b1aaa7b8d3b77e160de01e160ad5673863,,,,,,,,,,,,,,,,,,,,
0x06d20b5b4f470bf095a49de4be52b537c05612f2,,,,,,,,,,,,,,,,,,,,
0xa4c1035a8f0a7d75caab87d86d7c466d14c6c63a,,,,,,,,,,,,,,,,,,,,
0xf8a3945126a73b6a1263a920278df55472b182db,,,,,,,,,,,,,,,,,,,,
0xe0132b0b81a87b9b0c4e4af91819f40eee78010c,,,,,,,,,,,,,,,,,,,,
0x5f4a056d050603b588ae10854bd841e4d3f78239,,,,,,,,,,,,,,,,,,,,
0xc67b0ad63a224403f4fba6a4f4c5b285a64fd5b9,,,,,,,,,,,,,,,,,,,,
0x3a793f7e12d90db2492b54188cc0edf84d2f9007,,,,,,,,,,,,,,,,,,,,
0x8a530ff7e5d7205b32796a7c47b9e9f99af1b637,,,,,,,,,,,,,,,,,,,,
0x17196b4d4b38335018fbacc031ad198bc92c5bee,,,,,,,,,,,,,,,,,,,,
0x67ef9bf39851144c50662639337a7c553b3a9f8c,,,,,,,,,,,,,,,,,,,,
0x7496cb0161bd3d21e0c2a53a0e06271c865949e8,,,,,,,,,,,,,,,,,,,,
0x0e80a01f8e69d535975fa34e64498651bc74247f,,,,,,,,,,,,,,,,,,,,
0xe59332a8dbc718699724534c6785b0d12924675d,,,,,,,,,,,,,,,,,,,,
0xb34b57462b0b7e8884b120a10a432db1b2e6c1c3,,,,,,,,,,,,,,,,,,,,
0xe6e2600c014d49660cc8a2e653dcfa6e84adf673,,,,,,,,,,,,,,,,,,,,
0xf7977e5e81d9caef2d2e80bc73c0ea28cc49c75a,,,,,,,,,,,,,,,,,,,,
0x46064e5065c23458f82a530ccb3c4b30695a4505,,,,,,,,,,,,,,,,,,,,
0x74569acd5ffd302f9ae490f1bdab06c013737ad0,,,,,,,,,,,,,,,,,,,,  <!-- Minting button provided by Mintplex.xyz -->
0x893b3a6c25119c91281cb0a883ac626925466fb6,,,,,,,,,,,,,,,,,,,,  <div 
0x4b06dc3a334ca669d24cee6f3ff47089f3fc989d,,,,,,,,,,,,,,,,,,,,    id='rampp-minting-container-0b4a0ac4-504d-48b8-a597-8a42f4d065f2' 
0xc1d869a4c846a295b3505e768dd67c57346fb746,,,,,,,,,,,,,,,,,,,,    class='rampp-minting-container'>
0xca9821bd229b44b7a78754b50231091c957dca74,,,,,,,,,,,,,,,,,,,,    <button
0xf082740408188f0f492f2f45fed7f9ca761ee26a,,,,,,,,,,,,,,,,,,,,      id='rampp-minting-button-0b4a0ac4-504d-48b8-a597-8a42f4d065f2'
0x185ec22fecc8f657325fff16b911a76749a08ffb,,,,,,,,,,,,,,,,,,,,      class='rampp-minting-button' 
0x5174096c211c192d6414ba2f54b41ae8fcc5e543,,,,,,,,,,,,,,,,,,,,      style='display:none'
0x9e2f6033114955f4173472fedc4e34ea0186fb7f,,,,,,,,,,,,,,,,,,,,      data-merkle-proof-uri='https://us-central1-nft-rampp.cloudfunctions.net/allowlist/5LWbXgxM4NMYB5U3ROLe/merkle/verify'
0xc8a8bf2e37fc1a205fb8281a6a866bc8f7110041,,,,,,,,,,,,,,,,,,,,      data-styles='eyJvcGVuIjp7InRleHQiOiJNaW50JTIwTkZUISIsInN0eWxlcyI6ImJvcmRlcjpub25lO3dpZHRoOiAxNXJlbTtwYWRkaW5nOjAuNXJlbTtmb250LXNpemU6IDEuMTI1cmVtO2xpbmUtaGVpZ2h0OiAxLjc1cmVtO3RleHQtYWxpZ246IGNlbnRlcjtjdXJzb3I6IHBvaW50ZXI7Ym9yZGVyLXJhZGl1czowLjVyZW07Y29sb3I6I0ZGRkZGRjtiYWNrZ3JvdW5kLWNvbG9yOiM0MmZmOTQ7In0sInBhdXNlZCI6eyJ0ZXh0IjoiTWludCUyMENsb3NlZCIsInN0eWxlcyI6ImJvcmRlcjpub25lO3dpZHRoOiAxNXJlbTtwYWRkaW5nOjAuNXJlbTtmb250LXNpemU6IDEuMTI1cmVtO2xpbmUtaGVpZ2h0OiAxLjc1cmVtO3RleHQtYWxpZ246IGNlbnRlcjtjdXJzb3I6IHBvaW50ZXI7Ym9yZGVyLXJhZGl1czowLjVyZW07Y29sb3I6IzY3NjU2NTtiYWNrZ3JvdW5kLWNvbG9yOiNDQ0RCREM7Y3Vyc29yOm5vdC1hbGxvd2VkOyJ9LCJzdXBwbHlSZWFjaGVkIjp7InRleHQiOiJBbGwlMjBUb2tlbnMlMjBNaW50ZWQhIiwic3R5bGVzIjoiYm9yZGVyOm5vbmU7d2lkdGg6IDE1cmVtO3BhZGRpbmc6MC41cmVtO2ZvbnQtc2l6ZTogMS4xMjVyZW07bGluZS1oZWlnaHQ6IDEuNzVyZW07dGV4dC1hbGlnbjogY2VudGVyO2N1cnNvcjogcG9pbnRlcjtib3JkZXItcmFkaXVzOjAuNXJlbTtjb2xvcjojZmYwMDAwO2JhY2tncm91bmQtY29sb3I6I2ZmYjhiODtjdXJzb3I6bm90LWFsbG93ZWQ7In0sImVycm9yIjp7InRleHQiOiJNaW50aW5nIFVuYXZhaWxhYmxlIiwic3R5bGVzIjoiYm9yZGVyOm5vbmU7d2lkdGg6IDE1cmVtO3BhZGRpbmc6MC41cmVtO2ZvbnQtc2l6ZTogMS4xMjVyZW07bGluZS1oZWlnaHQ6IDEuNzVyZW07dGV4dC1hbGlnbjogY2VudGVyO2N1cnNvcjogcG9pbnRlcjtib3JkZXItcmFkaXVzOjAuNXJlbTtjb2xvcjojZmYwMDAwO2JhY2tncm91bmQtY29sb3I6I2ZmYjhiODtjdXJzb3I6bm90LWFsbG93ZWQ7In0sImNsYWltVGV4dCI6eyJ0ZXh0IjpudWxsLCJzdHlsZXMiOiJjb2xvcjogcmdiYSgxNTYsIDE2MywgMTc1KTtmb250LXNpemU6IDAuNzVyZW07bGluZS1oZWlnaHQ6IDFyZW07dGV4dC1hbGlnbjogY2VudGVyO3BhZGRpbmctdG9wOiAwLjI1cmVtO3BhZGRpbmctYm90dG9tOiAwLjI1cmVtO21hcmdpbjowO2ZvbnQtZmFtaWx5OnNhbnMtc2VyaWY7In0sInF1YW50aXR5Ijp7InRleHQiOm51bGwsInN0eWxlcyI6IndpZHRoOjQwcHg7Y29sb3I6IzQyZmY5NDtib3JkZXItc3R5bGU6c29saWQ7Ym9yZGVyLXdpZHRoOjFweDtib3JkZXItY29sb3I6IzQyZmY5NDtib3JkZXItcmFkaXVzOjAuNXJlbTtmb250LXNpemU6MS4zcmVtO3RleHQtYWxpZ246Y2VudGVyOyJ9LCJtaW50TWVzc2FnZSI6IiJ9'
0xecccf09d3ed95e549c826e845749a63bf4dc0f47,,,,,,,,,,,,,,,,,,,,"      data-abi-link=""https://firebasestorage.googleapis.com/v0/b/nft-rampp.appspot.com/o/solidity_outputs%2F5LWbXgxM4NMYB5U3ROLe%2FTheFewFromL2Contract_data-898aefdb-3092-44d5-a25b-8168c66a37e6.json?alt=media"""
0x83c4647fa993f6ae5180f4908c13c3d54bb35a7f,,,,,,,,,,,,,,,,,,,,"      data-redirect=""https://nftearth.exchange"""
0xa84b80d57f8bf3cd436e2d2ecd4b8752c522e567,,,,,,,,,,,,,,,,,,,,"      data-contract-address=""0xD33b6AA2e696eCa26Ad96589b08bFd1b93D870E4"""
0xd92a00719d437f84e97e1736a4d1b4b8818b0d77,,,,,,,,,,,,,,,,,,,,"      data-show-claim-count=""true"""
0xd35d3b9b2d865ca15e3d5c1598f9d209003074f2,,,,,,,,,,,,,,,,,,,,"      data-network=""optimism"""
0xc1a3078e1308ae72c79b472a92b1282ddef5bd7a,,,,,,,,,,,,,,,,,,,,"      data-format=""single"""
0x9734bffd7dbb5ac81610bd3f898d7319c7f70771,,,,,,,,,,,,,,,,,,,,"      data-erc20-payments=""0x4200000000000000000000000000000000000042"""
0x7079b3709f9f4c93c4d18df3232a13d429460fa1,,,,,,,,,,,,,,,,,,,,"      data-redemption-contracts="""""
0x0dd53e8739beeb2a97d75ccda94f3471d1edda2c,,,,,,,,,,,,,,,,,,,,"      data-use-winter=""false"""
0x86eb43caae20165bfaa6f1d125471e5cc56d5f38,,,,,,,,,,,,,,,,,,,,"      data-winter-project-id=""null"">"
0x06a54b9c1832b46c38f78a6788e9ef5142ff810f,,,,,,,,,,,,,,,,,,,,    </button>
0x0aa8b6540efb58a77277936bc6eccddc8154c847,,,,,,,,,,,,,,,,,,,,    </div>
0x4392e5cf4568eb3771cad24d4c3238525ff878ba,,,,,,,,,,,,,,,,,,,,"    <script src=""https://cdnjs.cloudflare.com/ajax/libs/web3/1.7.0-rc.0/web3.min.js"" crossorigin=""anonymous"" referrerpolicy=""no-referrer""></script>"
0x4a14d4e0a3516f31bad706e2f5aa9fb32127c032,,,,,,,,,,,,,,,,,,,,"    <script type=""text/javascript"" src=""https://unpkg.com/web3modal@1.9.8/dist/index.js""></script>"
0xd99017a640c5c919267a0445464738f6eed0d19d,,,,,,,,,,,,,,,,,,,,"    <script type=""text/javascript"" src=""https://unpkg.com/evm-chains@0.2.0/dist/umd/index.min.js""></script>"
0x6b8eddb5426476ff0750fd95389267e3318987ec,,,,,,,,,,,,,,,,,,,,"    <script type=""text/javascript"" src=""https://unpkg.com/@walletconnect/web3-provider@1.7.8/dist/umd/index.min.js""></script>"
0xe564acf19a6cbe4e8a697888f57cd4c867f3bd2f,,,,,,,,,,,,,,,,,,,,    
0xc20d36a86ce9c59b4278444451aa1265a91defdb,,,,,,,,,,,,,,,,,,,,"    <script type='text/javascript' src=""https://mintplex.xyz/embeds/v2.1/embed.js"" data-uuid='0b4a0ac4-504d-48b8-a597-8a42f4d065f2'></script>"
0xf0c2e7091560258eecf5185ff5b775be480248c5,,,,,,,,,,,,,,,,,,,,  <!-- End Mintplex.xyz minting button-->
0x07685bd68e86b01d3e8e0cf80ca8cc96b6e80dcb,,,,,,,,,,,,,,,,,,,,  
0x9e4bee4ac4089207ee239c27efb115ff4b242362,,,,,,,,,,,,,,,,,,,,
0xe45c950efb371c331ffef421b5c8787c74830479,,,,,,,,,,,,,,,,,,,,
0xce896e61766cf45794815f291711220ebde3a181,,,,,,,,,,,,,,,,,,,,
0xd6b4b954671aa895db7d9cda862720c70977bd1f,,,,,,,,,,,,,,,,,,,,
0x9b23215c663e28ac4f43a1d5b85005597b7399af,,,,,,,,,,,,,,,,,,,,
0x5bc467b19589c2415ee9c146d97e9e9aa2f7465f,,,,,,,,,,,,,,,,,,,,
0x8f077721d9a1a0f52635ef8077a5513dd4f72dea,,,,,,,,,,,,,,,,,,,,
0x6b65a271ecea56214493764d6b100c91fcdb1e6f,,,,,,,,,,,,,,,,,,,,
0xbdac34f971ad3cb36c378d2055bd44468c90723d,,,,,,,,,,,,,,,,,,,,
0x36fdd3dd2f849a2b8932cb0d7d5e0826761bf478,,,,,,,,,,,,,,,,,,,,
0x84a3405f35d9ebce3c3c27914df311106ffe1d86,,,,,,,,,,,,,,,,,,,,
0x4a265427adf32d6c0b77abf9ee7175d14264a232,,,,,,,,,,,,,,,,,,,,
0x1bef91cf306d610d2b1ad15cecec81ec05be1453,,,,,,,,,,,,,,,,,,,,
